label,cif,icsd_collection_code,source,train_test_label,formula,Tc
1,split_cifs_by_csv_label/test/Ce0.25Ge12Pr0.75Pt4-ICSD-174554-synth_doped.cif,174554.0,3DSC,test,Ce0.25Ge12Pr0.75Pt4,1.015
1,split_cifs_by_csv_label/train/Ce0.28La0.72Ru2-ICSD-102207-synth_doped.cif,102207.0,3DSC,train,Ce0.28La0.72Ru2,1.278
1,split_cifs_by_csv_label/train/Ce0.2Ge12Pr0.8Pt4-ICSD-174554-synth_doped.cif,174554.0,3DSC,train,Ce0.2Ge12Pr0.8Pt4,1.767
1,split_cifs_by_csv_label/train/Ce0.2La0.8Ru2-ICSD-641761-synth_doped.cif,641761.0,3DSC,train,Ce0.2La0.8Ru2,2.01
1,split_cifs_by_csv_label/train/Ce0.4Cu2Eu1.6Ru1Sr2O10-ICSD-191732-synth_doped.cif,191732.0,3DSC,train,Ce0.4Cu2Eu1.6Ru1Sr2O10,32.0
1,split_cifs_by_csv_label/test/Ce0.4La0.6Ru2-ICSD-102207-synth_doped.cif,102207.0,3DSC,test,Ce0.4La0.6Ru2,0.727
1,split_cifs_by_csv_label/train/Ce0.54La0.46Ru2-ICSD-102207-synth_doped.cif,102207.0,3DSC,train,Ce0.54La0.46Ru2,0.668
1,split_cifs_by_csv_label/train/Ce0.5Cu2Eu1.5Nb1Sr2O10-ICSD-72267.cif,72267.0,3DSC,train,Ce0.5Cu2Eu1.5Nb1Sr2O10,23.5
1,split_cifs_by_csv_label/train/Ce0.5Cu2Eu1.5Ru1Sr2O10-ICSD-191732-synth_doped.cif,191732.0,3DSC,train,Ce0.5Cu2Eu1.5Ru1Sr2O10,34.0
1,split_cifs_by_csv_label/test/Ce0.5Cu2Eu1.5Ru1Sr2O9.6-ICSD-191732-synth_doped.cif,191732.0,3DSC,test,Ce0.5Cu2Eu1.5Ru1Sr2O9.6,33.0
1,split_cifs_by_csv_label/test/Ce0.5Cu2Nb1Nd1.5Sr2O10-ICSD-72265.cif,72265.0,3DSC,test,Ce0.5Cu2Nb1Nd1.5Sr2O10,25.05
1,split_cifs_by_csv_label/train/Ce0.5La0.5Ru2-ICSD-102207.cif,102207.0,3DSC,train,Ce0.5La0.5Ru2,0.449
1,split_cifs_by_csv_label/train/Ce0.65La0.35Ru2-ICSD-102207-synth_doped.cif,102207.0,3DSC,train,Ce0.65La0.35Ru2,1.647
1,split_cifs_by_csv_label/train/Ce0.6Cu2Eu1.4Ru1Sr2O10-ICSD-191732-synth_doped.cif,191732.0,3DSC,train,Ce0.6Cu2Eu1.4Ru1Sr2O10,39.66666666666666
1,split_cifs_by_csv_label/train/Ce0.6Cu2Gd1.4Ru1Sr2O10-ICSD-96714-synth_doped.cif,96714.0,3DSC,train,Ce0.6Cu2Gd1.4Ru1Sr2O10,45.0
1,split_cifs_by_csv_label/test/Ce0.6La0.4Ru2-ICSD-102207-synth_doped.cif,102207.0,3DSC,test,Ce0.6La0.4Ru2,1.3
1,split_cifs_by_csv_label/train/Ce0.7Cr0.25Cu2.75Sr2Y1.3O8.87-ICSD-87046-synth_doped.cif,87046.0,3DSC,train,Ce0.7Cr0.25Cu2.75Sr2Y1.3O8.87,8.0
1,split_cifs_by_csv_label/train/Ce0.7Cu2.75Ga0.25Sr2Y1.3O8.6-ICSD-87052-synth_doped.cif,87052.0,3DSC,train,Ce0.7Cu2.75Ga0.25Sr2Y1.3O8.6,12.0
1,split_cifs_by_csv_label/train/Ce0.7Cu2.75Ge0.25Sr2Y1.3O8.59-ICSD-87055.cif,87055.0,3DSC,train,Ce0.7Cu2.75Ge0.25Sr2Y1.3O8.59,17.5
1,split_cifs_by_csv_label/train/Ce0.7Cu2Eu1.3Ru1Sr2O10-ICSD-191732-synth_doped.cif,191732.0,3DSC,train,Ce0.7Cu2Eu1.3Ru1Sr2O10,33.0
1,split_cifs_by_csv_label/train/Ce0.7La0.3Ru2-ICSD-102207-synth_doped.cif,102207.0,3DSC,train,Ce0.7La0.3Ru2,2.134
1,split_cifs_by_csv_label/train/Ce0.84Ru2Y0.16-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.84Ru2Y0.16,4.92
1,split_cifs_by_csv_label/test/Ce0.85La0.15Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,test,Ce0.85La0.15Ru2,5.611
1,split_cifs_by_csv_label/train/Ce0.86Ru2Tb0.14-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.86Ru2Tb0.14,4.51
1,split_cifs_by_csv_label/train/Ce0.88La0.12Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.88La0.12Ru2,6.14
1,split_cifs_by_csv_label/test/Ce0.8Cu2Eu1.2Ru1Sr2O10-ICSD-191732-synth_doped.cif,191732.0,3DSC,test,Ce0.8Cu2Eu1.2Ru1Sr2O10,30.0
1,split_cifs_by_csv_label/train/Ce0.8La0.2Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.8La0.2Ru2,4.4985
1,split_cifs_by_csv_label/test/Ce0.8Pr0.2Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,test,Ce0.8Pr0.2Ru2,5.82
1,split_cifs_by_csv_label/train/Ce0.8Ru2Tb0.2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.8Ru2Tb0.2,2.56
1,split_cifs_by_csv_label/test/Ce0.91La0.09Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,test,Ce0.91La0.09Ru2,5.91
1,split_cifs_by_csv_label/test/Ce0.93Gd0.07Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,test,Ce0.93Gd0.07Ru2,3.38
1,split_cifs_by_csv_label/train/Ce0.94La0.06Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.94La0.06Ru2,6.55
1,split_cifs_by_csv_label/train/Ce0.95La0.05Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.95La0.05Ru2,7.181
1,split_cifs_by_csv_label/train/Ce0.97Gd0.03Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.97Gd0.03Ru2,4.69
1,split_cifs_by_csv_label/test/Ce0.97La0.03Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,test,Ce0.97La0.03Ru2,6.17
1,split_cifs_by_csv_label/train/Ce0.9La0.1Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.9La0.1Ru2,7.194
1,split_cifs_by_csv_label/train/Ce0.9Pr0.1Ru2-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce0.9Pr0.1Ru2,6.55
1,split_cifs_by_csv_label/train/Ce1Co0.01Ru1.99-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce1Co0.01Ru1.99,4.74
1,split_cifs_by_csv_label/train/Ce1Co0.03Ru1.97-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce1Co0.03Ru1.97,3.5
1,split_cifs_by_csv_label/train/Ce1Co0.05Ru1.95-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce1Co0.05Ru1.95,2.4
1,split_cifs_by_csv_label/train/Ce1Co0.07Ru1.93-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce1Co0.07Ru1.93,1.93
1,split_cifs_by_csv_label/train/Ce1Co0.25In5Ir0.75-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1Co0.25In5Ir0.75,1.52
1,split_cifs_by_csv_label/train/Ce1Co0.2Ir0.8Si3-ICSD-621428-synth_doped.cif,621428.0,3DSC,train,Ce1Co0.2Ir0.8Si3,0.62
1,split_cifs_by_csv_label/test/Ce1Co1Ge3-ICSD-190701.cif,190701.0,3DSC,test,Ce1Co1Ge3,0.676666667
1,split_cifs_by_csv_label/train/Ce1Ge3Ir1-ICSD-161868.cif,161868.0,3DSC,train,Ce1Ge3Ir1,0.805
1,split_cifs_by_csv_label/train/Ce1In3-ICSD-621358.cif,621358.0,3DSC,train,Ce1In3,0.13
1,split_cifs_by_csv_label/test/Ce1In5Ir0.75Rh0.25-ICSD-150225-synth_doped.cif,150225.0,3DSC,test,Ce1In5Ir0.75Rh0.25,0.63
1,split_cifs_by_csv_label/train/Ce1In5Ir0.7Rh0.3-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.7Rh0.3,1.2
1,split_cifs_by_csv_label/train/Ce1In5Ir0.8Rh0.2-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.8Rh0.2,0.67
1,split_cifs_by_csv_label/train/Ce1In5Ir0.956Pt0.044-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.956Pt0.044,0.429
1,split_cifs_by_csv_label/train/Ce1In5Ir0.978Pt0.022-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.978Pt0.022,0.734
1,split_cifs_by_csv_label/train/Ce1In5Ir0.987Pt0.013-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.987Pt0.013,0.897
1,split_cifs_by_csv_label/train/Ce1In5Ir0.9Rh0.1-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.9Rh0.1,0.35
1,split_cifs_by_csv_label/test/Ce1In5Ir1-ICSD-150225.cif,150225.0,3DSC,test,Ce1In5Ir1,0.770428571
1,split_cifs_by_csv_label/train/Ce1In7Pt2-ICSD-193321.cif,193321.0,3DSC,train,Ce1In7Pt2,2.1
1,split_cifs_by_csv_label/train/Ce1Ir1Si3-ICSD-621428.cif,621428.0,3DSC,train,Ce1Ir1Si3,1.53
1,split_cifs_by_csv_label/train/Ce1Pt0.1Ru1.9-ICSD-621976-synth_doped.cif,621976.0,3DSC,train,Ce1Pt0.1Ru1.9,4.08
1,split_cifs_by_csv_label/test/Ce1Pt0.2Ru1.8-ICSD-621976-synth_doped.cif,621976.0,3DSC,test,Ce1Pt0.2Ru1.8,3.4
1,split_cifs_by_csv_label/train/Ce1Pt1Si2-ICSD-246169.cif,246169.0,3DSC,train,Ce1Pt1Si2,0.14
1,split_cifs_by_csv_label/train/Ce1Rh1Si3-ICSD-621955.cif,621955.0,3DSC,train,Ce1Rh1Si3,0.914
1,split_cifs_by_csv_label/test/Ce1Ru2-ICSD-621976.cif,621976.0,3DSC,test,Ce1Ru2,5.998272727
1,split_cifs_by_csv_label/train/Ce1Ru3Si2-ICSD-52898.cif,52898.0,3DSC,train,Ce1Ru3Si2,1.25
1,split_cifs_by_csv_label/train/Ce2In8Pd1-ICSD-247864.cif,247864.0,3DSC,train,Ce2In8Pd1,0.69
1,split_cifs_by_csv_label/test/Ce3In11Pt1-ICSD-192620.cif,192620.0,3DSC,test,Ce3In11Pt1,0.32
1,split_cifs_by_csv_label/test/Cl1Li0.05N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,test,Cl1Li0.05N1Zr1,15.0
1,split_cifs_by_csv_label/train/Cl1Li0.06N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,train,Cl1Li0.06N1Zr1,15.2
1,split_cifs_by_csv_label/train/Cl1Li0.13N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,train,Cl1Li0.13N1Zr1,12.2
1,split_cifs_by_csv_label/train/Cl1Li0.14N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,train,Cl1Li0.14N1Zr1,15.0
1,split_cifs_by_csv_label/test/Cl1Li0.16N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,test,Cl1Li0.16N1Zr1,13.8
1,split_cifs_by_csv_label/train/Cl1Li0.17N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,train,Cl1Li0.17N1Zr1,14.2
1,split_cifs_by_csv_label/train/Cl1Li0.18N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,train,Cl1Li0.18N1Zr1,11.6
1,split_cifs_by_csv_label/test/Cl1Li0.28N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,test,Cl1Li0.28N1Zr1,13.4
1,split_cifs_by_csv_label/train/Cl1Li0.4N1Zr1-ICSD-59752-synth_doped.cif,59752.0,3DSC,train,Cl1Li0.4N1Zr1,12.5
1,split_cifs_by_csv_label/train/Co0.06Ge2Pd1.94Sr1-ICSD-165985-synth_doped.cif,165985.0,3DSC,train,Co0.06Ge2Pd1.94Sr1,2.58
1,split_cifs_by_csv_label/test/Co0.06La1Ru2.94Si2-ICSD-44709-synth_doped.cif,44709.0,3DSC,test,Co0.06La1Ru2.94Si2,6.62
1,split_cifs_by_csv_label/train/Co0.15La1Ru2.85Si2-ICSD-44709-synth_doped.cif,44709.0,3DSC,train,Co0.15La1Ru2.85Si2,6.45
1,split_cifs_by_csv_label/train/Co0.15Ni0.85Zr2-ICSD-656070-synth_doped.cif,656070.0,3DSC,train,Co0.15Ni0.85Zr2,1.4
1,split_cifs_by_csv_label/train/Co0.24La1Ru2.76Si2-ICSD-44709-synth_doped.cif,44709.0,3DSC,train,Co0.24La1Ru2.76Si2,6.04
1,split_cifs_by_csv_label/train/Co0.2Ir3.8Lu5Si10-ICSD-56695-synth_doped.cif,56695.0,3DSC,train,Co0.2Ir3.8Lu5Si10,5.52
1,split_cifs_by_csv_label/train/Co0.3Ni0.7Zr2-ICSD-624559-synth_doped.cif,624559.0,3DSC,train,Co0.3Ni0.7Zr2,1.87
1,split_cifs_by_csv_label/test/Co0.44Mo0.56-ICSD-624215-synth_doped.cif,624215.0,3DSC,test,Co0.44Mo0.56,13.0
1,split_cifs_by_csv_label/train/Co0.5Fe0.5Zr2-ICSD-623043.cif,623043.0,3DSC,train,Co0.5Fe0.5Zr2,1.26
1,split_cifs_by_csv_label/train/Co0.5Ni0.5Ta2-ICSD-624504.cif,624504.0,3DSC,train,Co0.5Ni0.5Ta2,0.91
1,split_cifs_by_csv_label/train/Co0.5Ni0.5U6-ICSD-624539.cif,624539.0,3DSC,train,Co0.5Ni0.5U6,1.37
1,split_cifs_by_csv_label/train/Co0.5Ni0.5Zr2-ICSD-624559.cif,624559.0,3DSC,train,Co0.5Ni0.5Zr2,3.1325
1,split_cifs_by_csv_label/test/Co0.6Ni0.4Zr2-ICSD-624559-synth_doped.cif,624559.0,3DSC,test,Co0.6Ni0.4Zr2,4.2
1,split_cifs_by_csv_label/train/Co0.7Ni0.3Zr2-ICSD-624559-synth_doped.cif,624559.0,3DSC,train,Co0.7Ni0.3Zr2,5.14
1,split_cifs_by_csv_label/train/Co1Lu3-ICSD-624053.cif,624053.0,3DSC,train,Co1Lu3,0.175
1,split_cifs_by_csv_label/train/Co1Ti2-ICSD-197728.cif,197728.0,3DSC,train,Co1Ti2,3.44
1,split_cifs_by_csv_label/train/Co1U1-ICSD-102712.cif,102712.0,3DSC,train,Co1U1,1.7
1,split_cifs_by_csv_label/test/Co4.3Sn12.7Yb3-ICSD-164404-synth_doped.cif,164404.0,3DSC,test,Co4.3Sn12.7Yb3,3.4
1,split_cifs_by_csv_label/train/Co4Sn13Yb3-ICSD-625310.cif,625310.0,3DSC,train,Co4Sn13Yb3,2.5
1,split_cifs_by_csv_label/train/Co7.32Ga25V67.68-ICSD-102457-synth_doped.cif,102457.0,3DSC,train,Co7.32Ga25V67.68,5.03
1,split_cifs_by_csv_label/train/Cr0.01N1Nb0.99-ICSD-644537-synth_doped.cif,644537.0,3DSC,train,Cr0.01N1Nb0.99,1.2
1,split_cifs_by_csv_label/test/Cr0.03N1Nb0.97-ICSD-644537-synth_doped.cif,644537.0,3DSC,test,Cr0.03N1Nb0.97,0.6
1,split_cifs_by_csv_label/test/Cr0.05Nb0.95-ICSD-108341-synth_doped.cif,108341.0,3DSC,test,Cr0.05Nb0.95,6.66
1,split_cifs_by_csv_label/train/Cr0.071Nb0.929-ICSD-108341-synth_doped.cif,108341.0,3DSC,train,Cr0.071Nb0.929,6.95
1,split_cifs_by_csv_label/test/Cr0.152Ti0.848-ICSD-102850-synth_doped.cif,102850.0,3DSC,test,Cr0.152Ti0.848,4.18
1,split_cifs_by_csv_label/train/Cr0.1Cu1Sr1.9Tl1O5-ICSD-86427-synth_doped.cif,86427.0,3DSC,train,Cr0.1Cu1Sr1.9Tl1O5,37.5
1,split_cifs_by_csv_label/train/Cr0.1Nb0.9-ICSD-108341.cif,108341.0,3DSC,train,Cr0.1Nb0.9,4.83
1,split_cifs_by_csv_label/test/Cr0.28Ir0.72-ICSD-626213-synth_doped.cif,626213.0,3DSC,test,Cr0.28Ir0.72,0.83
1,split_cifs_by_csv_label/train/Cr0.2Cu1Sr1.8Tl1O5-ICSD-86427-synth_doped.cif,86427.0,3DSC,train,Cr0.2Cu1Sr1.8Tl1O5,43.0
1,split_cifs_by_csv_label/train/Cr0.3Cu1Hg0.7Sr2O4.6-ICSD-82842-synth_doped.cif,82842.0,3DSC,train,Cr0.3Cu1Hg0.7Sr2O4.6,53.0
1,split_cifs_by_csv_label/train/Cr0.4Re0.6-ICSD-150546.cif,150546.0,3DSC,train,Cr0.4Re0.6,2.15
1,split_cifs_by_csv_label/train/Cr0.67Os0.33-ICSD-626494-synth_doped.cif,626494.0,3DSC,train,Cr0.67Os0.33,1.03
1,split_cifs_by_csv_label/test/Cr0.72Ir0.28-ICSD-102781-synth_doped.cif,102781.0,3DSC,test,Cr0.72Ir0.28,0.83
1,split_cifs_by_csv_label/train/Cr0.74Re0.26-ICSD-108347-synth_doped.cif,108347.0,3DSC,train,Cr0.74Re0.26,3.12
1,split_cifs_by_csv_label/train/Cr0.7Ir0.3-ICSD-102781-synth_doped.cif,102781.0,3DSC,train,Cr0.7Ir0.3,0.76
1,split_cifs_by_csv_label/test/Cr1Ru2-ICSD-102840-synth_doped.cif,102840.0,3DSC,test,Cr1Ru2,2.0
1,split_cifs_by_csv_label/train/Cr1Ti3-ICSD-102850-synth_doped.cif,102850.0,3DSC,train,Cr1Ti3,3.7
1,split_cifs_by_csv_label/train/Cr34.9Ga25V40.1-ICSD-102770-synth_doped.cif,102770.0,3DSC,train,Cr34.9Ga25V40.1,5.48
1,split_cifs_by_csv_label/test/Cs0.005W1O3-ICSD-56223-synth_doped.cif,56223.0,3DSC,test,Cs0.005W1O3,5.9
1,split_cifs_by_csv_label/train/Cu0.09Li1Ti1.91O4-ICSD-75882-synth_doped.cif,75882.0,3DSC,train,Cu0.09Li1Ti1.91O4,14.4
1,split_cifs_by_csv_label/test/Cu0.4Ir2S4Zn0.6-ICSD-237005-synth_doped.cif,237005.0,3DSC,test,Cu0.4Ir2S4Zn0.6,1.73
1,split_cifs_by_csv_label/train/Cu0.786Sb0.214-ICSD-628986-synth_doped.cif,628986.0,3DSC,train,Cu0.786Sb0.214,0.047
1,split_cifs_by_csv_label/train/Cu0.81Sb0.19-ICSD-628986-synth_doped.cif,628986.0,3DSC,train,Cu0.81Sb0.19,0.07
1,split_cifs_by_csv_label/train/Cu0.825Ge0.175-ICSD-627679-synth_doped.cif,627679.0,3DSC,train,Cu0.825Ge0.175,0.145
1,split_cifs_by_csv_label/train/Cu0.82Ge0.18-ICSD-627679-synth_doped.cif,627679.0,3DSC,train,Cu0.82Ge0.18,0.13
1,split_cifs_by_csv_label/train/Cu0.83Ge0.17-ICSD-627679-synth_doped.cif,627679.0,3DSC,train,Cu0.83Ge0.17,0.072
1,split_cifs_by_csv_label/train/Cu0.844Sb0.156-ICSD-628986-synth_doped.cif,628986.0,3DSC,train,Cu0.844Sb0.156,0.067
1,split_cifs_by_csv_label/test/Cu0.845Sb0.155-ICSD-628986-synth_doped.cif,628986.0,3DSC,test,Cu0.845Sb0.155,0.184
1,split_cifs_by_csv_label/train/Cu0.925La1.85Sr0.15Zn0.025O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.925La1.85Sr0.15Zn0.025O4,15.0
1,split_cifs_by_csv_label/train/Cu0.973La1.85Sr0.15Zn0.028O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.973La1.85Sr0.15Zn0.028O4,1.2
1,split_cifs_by_csv_label/test/Cu0.97La1.88Sr0.125O4-ICSD-65804-synth_doped.cif,65804.0,3DSC,test,Cu0.97La1.88Sr0.125O4,28.4
1,split_cifs_by_csv_label/train/Cu0.983La1.85Sr0.15Zn0.018O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.983La1.85Sr0.15Zn0.018O4,15.0
1,split_cifs_by_csv_label/train/Cu0.988La1.85Sr0.15Zn0.013O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.988La1.85Sr0.15Zn0.013O4,22.3
1,split_cifs_by_csv_label/train/Cu0.998La1.78Sr0.22Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.998La1.78Sr0.22Zn0.003O4,19.25
1,split_cifs_by_csv_label/test/Cu0.998La1.85Sr0.15Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,test,Cu0.998La1.85Sr0.15Zn0.003O4,34.8
1,split_cifs_by_csv_label/train/Cu0.998La1.87Sr0.13Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.998La1.87Sr0.13Zn0.003O4,28.92
1,split_cifs_by_csv_label/train/Cu0.998La1.885Sr0.115Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.998La1.885Sr0.115Zn0.003O4,22.46
1,split_cifs_by_csv_label/train/Cu0.998La1.8Sr0.2Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.998La1.8Sr0.2Zn0.003O4,30.2
1,split_cifs_by_csv_label/train/Cu0.998La1.9Sr0.1Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.998La1.9Sr0.1Zn0.003O4,23.655
1,split_cifs_by_csv_label/train/Cu1.4La0.9Pb0.6Sr1.1O5.07-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La0.9Pb0.6Sr1.1O5.07,33.9
1,split_cifs_by_csv_label/train/Cu1.4La0.9Pb0.6Sr1.1O5.12-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La0.9Pb0.6Sr1.1O5.12,31.0
1,split_cifs_by_csv_label/train/Cu1.4La0.9Pb0.6Sr1.1O5.18-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La0.9Pb0.6Sr1.1O5.18,28.0
1,split_cifs_by_csv_label/train/Cu1.4La0.9Pb0.6Sr1.1O5.19-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La0.9Pb0.6Sr1.1O5.19,25.0
1,split_cifs_by_csv_label/train/Cu1.4La1.1Pb0.6Sr0.9O5.06-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1.1Pb0.6Sr0.9O5.06,37.6
1,split_cifs_by_csv_label/train/Cu1.4La1.1Pb0.6Sr0.9O5.18-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1.1Pb0.6Sr0.9O5.18,31.6
1,split_cifs_by_csv_label/train/Cu1.4La1.1Pb0.6Sr0.9O5.24-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1.1Pb0.6Sr0.9O5.24,27.8
1,split_cifs_by_csv_label/test/Cu1.4La1Pb0.6Sr1O5.05-ICSD-69613-synth_doped.cif,69613.0,3DSC,test,Cu1.4La1Pb0.6Sr1O5.05,37.6
1,split_cifs_by_csv_label/train/Cu1.4La1Pb0.6Sr1O5.06-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1Pb0.6Sr1O5.06,37.8
1,split_cifs_by_csv_label/train/Cu1.4La1Pb0.6Sr1O5.09-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1Pb0.6Sr1O5.09,36.7
1,split_cifs_by_csv_label/train/Cu1.4La1Pb0.6Sr1O5.12-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1Pb0.6Sr1O5.12,35.9
1,split_cifs_by_csv_label/train/Cu1.4La1Pb0.6Sr1O5.15-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1Pb0.6Sr1O5.15,32.0
1,split_cifs_by_csv_label/train/Cu1.4La1Pb0.6Sr1O5.19-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1Pb0.6Sr1O5.19,25.1
1,split_cifs_by_csv_label/train/Cu1.4La1Pb0.6Sr1O5.21-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.4La1Pb0.6Sr1O5.21,25.1
1,split_cifs_by_csv_label/test/Cu1.5La1.1Pb0.5Sr0.9O5.02-ICSD-69613-synth_doped.cif,69613.0,3DSC,test,Cu1.5La1.1Pb0.5Sr0.9O5.02,38.5
1,split_cifs_by_csv_label/train/Cu1.5La1.1Pb0.5Sr0.9O5.08-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1.1Pb0.5Sr0.9O5.08,37.7
1,split_cifs_by_csv_label/train/Cu1.5La1.1Pb0.5Sr0.9O5.16-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1.1Pb0.5Sr0.9O5.16,28.1
1,split_cifs_by_csv_label/train/Cu1.5La1.1Pb0.5Sr0.9O5.22-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1.1Pb0.5Sr0.9O5.22,24.9
1,split_cifs_by_csv_label/train/Cu1.5La1Pb0.5Sr1O5.03-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1Pb0.5Sr1O5.03,36.7
1,split_cifs_by_csv_label/train/Cu1.5La1Pb0.5Sr1O5.05-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1Pb0.5Sr1O5.05,36.7
1,split_cifs_by_csv_label/train/Cu1.5La1Pb0.5Sr1O5.1-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1Pb0.5Sr1O5.1,31.9
1,split_cifs_by_csv_label/train/Cu1.5La1Pb0.5Sr1O5.15-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1Pb0.5Sr1O5.15,28.0
1,split_cifs_by_csv_label/train/Cu1.5La1Pb0.5Sr1O5.19-ICSD-69613-synth_doped.cif,69613.0,3DSC,train,Cu1.5La1Pb0.5Sr1O5.19,24.1
1,split_cifs_by_csv_label/train/Cu1.5Mo4.5S6-ICSD-628440-synth_doped.cif,628440.0,3DSC,train,Cu1.5Mo4.5S6,10.818333333333332
1,split_cifs_by_csv_label/train/Cu1.5Ni2.5Zr8-ICSD-628608-synth_doped.cif,628608.0,3DSC,train,Cu1.5Ni2.5Zr8,1.09
1,split_cifs_by_csv_label/train/Cu1.6Mo6S8-ICSD-8251-synth_doped.cif,8251.0,3DSC,train,Cu1.6Mo6S8,11.3
1,split_cifs_by_csv_label/train/Cu1.8Mo6S8-ICSD-8251-synth_doped.cif,8251.0,3DSC,train,Cu1.8Mo6S8,10.4
1,split_cifs_by_csv_label/train/Cu1F2Sr2O2-ICSD-56599.cif,56599.0,3DSC,train,Cu1F2Sr2O2,44.33333333
1,split_cifs_by_csv_label/test/Cu1K0.14La1.86O3.97-ICSD-69286-synth_doped.cif,69286.0,3DSC,test,Cu1K0.14La1.86O3.97,33.0
1,split_cifs_by_csv_label/train/Cu1La0.75Sm1Sr0.25O3.95-ICSD-65919-synth_doped.cif,65919.0,3DSC,train,Cu1La0.75Sm1Sr0.25O3.95,20.0
1,split_cifs_by_csv_label/train/Cu1La0.85Sm1Sr0.15O3.98-ICSD-65919-synth_doped.cif,65919.0,3DSC,train,Cu1La0.85Sm1Sr0.15O3.98,30.0
